,1,2,3,4,5,6,7
1,1.0,1.0,1.0,1.0,0.010399546509696472,1.0,1.0
2,1.0,1.0,1.0,1.0,0.0132766859189176,1.0,1.0
3,1.0,1.0,1.0,1.0,0.006040540923793268,1.0,1.0
4,1.0,1.0,1.0,1.0,0.006040540923793268,1.0,1.0
5,0.010399546509696472,0.0132766859189176,0.006040540923793268,0.006040540923793268,1.0,0.016222900964087388,0.02401664114107745
6,1.0,1.0,1.0,1.0,0.016222900964087388,1.0,1.0
7,1.0,1.0,1.0,1.0,0.02401664114107745,1.0,1.0
