Unnamed: 0,Brand,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life
1657,ASUS,59000,Intel Core i7 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.8 Ghz Processor,LED,14,"Geforce MX150 GPU, 2 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,42,42W Adapter
1658,Acer,79990,Intel Core i5 (9th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.4 Ghz Processor,LED,15.6,"GeForce GTX 1660 Ti GPU, 6 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,180, Upto 6 Hrs Battery Life
1659,ASUS,28051,Intel Core i3 (10th Gen),Intel, 12 GB Expandable,4 GB , DDR4 RAM , 2.1 Ghz Processor,LED,15.6,UHD 620,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
1660,Lenovo,64390,Intel Core i5 (9th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,no,
1661,HP,32063,Intel Core i3 (7th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LED,15.6,HD 620,Intel,NO SSD,1024 GB HDD Storage,41,41W Adapter
1662,Honor,35865,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB RAM, RAM, 4.2 Ghz Processor,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,42, Upto 7.8 Hrs Battery Life
1663,ASUS,103990,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LED,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,200,200W Adapter
1664,Apple,83990,Intel Core i3 (10th Gen) Processor,Intel,Not Expandable,8 GB LP, LPDDR4X RAM,0,LED,13.3,Iris Plus,Intel,256 GB SSD Storage,No HDD,30, Upto 11 Hrs Battery Life
1666,Acer,53351,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB LP, LPDDR5 RAM, 2.5 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 10 Hrs Battery Life
1667,Acer,54990,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB LP, LPDDR5 RAM, 2.5 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
1668,ASUS,57635,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.0 Ghz Processor,LED,14,"GeForce MX330 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter
1669,Acer,66347,Intel Core i7 (7th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6,"GeForce GTX 1050 GPU, 4 GB",NVIDIA,NO SSD,1024 GB HDD Storage,135,135W Adapter
1670,ASUS,57951,Intel Core i7 (9th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter
1671,Acer,24780,Intel Pentium Quad-Core,Intel, 8 GB Expandable,4 GB , DDR3 RAM , 1.1 Ghz Processor,LED,15.6,HD 505,Intel,NO SSD,1024 GB HDD Storage,45, Upto 6.5 Hrs Battery Life
1672,Acer,60407,Intel Core i5 (7th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6,"GeForce GTX 1050 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,135, Upto 7 Hrs Battery Life
1673,Lenovo,22990,AMD Dual-Core Ryzen 3,AMD,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6,Radeon Vega 3,AMD,NO SSD,1024 GB HDD Storage,35,35W Adapter
1674,Lenovo,29990,Intel Core i3 (6th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6,HD 520,Intel,NO SSD,1024 GB HDD Storage,30,30W Adapter
1675,Lenovo,49990,Intel Core i7 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 5.3 Hrs Battery Life
1676,HP,59899,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LED,15.6,"Geforce MX350 GPU, 2 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,no,
1677,MSI,96990,Intel Core i7 (8th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.2 Ghz Processor,LED,15.6,"GeForce GTX 1060 GPU, 6 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,41,41W Adapter
1678,HP,28990,Intel Core i3 (7th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6,HD 620,Intel,NO SSD,1024 GB HDD Storage,41,41W Adapter
1679,Acer,18460,Intel Pentium Quad-Core,Intel, 8 GB Expandable,4 GB , DDR3 RAM , 1.7 Ghz Processor,LED,14,HD,Intel,NO SSD,500 GB HDD Storage,40, Upto 4 Hrs Battery Life
1680,Lenovo,48990,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135, Upto 5 Hrs Battery Life
1681,ASUS,67390,AMD Quad-Core Ryzen 7,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 2.3 Ghz Processor,LED,17.3,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,64,64W Adapter
1682,HP,35174,AMD Dual-Core Ryzen 3,AMD,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6,Radeon,AMD,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter
1683,MSI,74990,Intel Core i7 (8th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.2 Ghz Processor,LED,15.6,"GeForce GTX 1050Ti GPU, 4 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,no,
1684,HP,53490,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Iris X,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1685,ASUS,72990,Intel Core i7 (9th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,42,42W Adapter
1686,ASUS,21490,AMD Dual-Core A9 APU,AMD, 8 GB Expandable,4 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6,Radeon R4,AMD,NO SSD,1024 GB HDD Storage,45,45W Adapter
1687,ASUS,44980,AMD Quad-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 4.0 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
1688,Dell,49990,Intel Core i5 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6,"Radeon 520 GPU, 2 GB",AMD,NO SSD,2048 GB HDD Storage,65,65W Adapter
1689,HP,50990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6,"GeForce MX110 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,65,65W Adapter
1690,Dell,45500,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LCD,15.6,UHD,Intel,256 GB SSD Storage , 1024 GB HDD Storage,65, Upto 10 Hrs Battery Life
1691,HP,36999,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.2 Ghz Processor,LED,15,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1692,Dell,33571,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LED,15.6,Radeon Vega,AMD,256 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life
1693,Lenovo,46175,Intel Core i5 (9th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,no,52.5W Adapter
1694,Lenovo,78990,Intel Core i7 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.6 Ghz Processor,LED,15.6,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,135,135W Adapter
1695,HP,52490,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 4.0 Ghz Processor,LED,14,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
1696,ASUS,34990,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6,Radeon Vega 8,AMD,NO SSD,1024 GB HDD Storage,42,42W Adapter
1697,MSI,114990,Intel Core i7 (10th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6,"Geforce RTX 2060 GPU, 6 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,230,230W Adapter
1698,ASUS,77990,AMD Quad-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,48,48W Adapter
1699,HP,55532,Intel Core i5 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6,"Radeon 520 GPU, 2 GB",AMD,NO SSD,1024 GB HDD Storage,41,41W Adapter
1700,ASUS,25790,Intel Core i3 (6th Gen),Intel, 16 GB Expandable,4 GB , DDR3 RAM , 2.3 Ghz Processor,LED,15.6,HD 620,Intel,NO SSD,1024 GB HDD Storage,36,36W Adapter
1701,HP,33990,Intel Core i3 (7th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.3 Ghz Processor,LED,15.6,HD 620,Intel,128 GB SSD Storage , 1024 GB HDD Storage,41,41W Adapter
1702,HP,47000,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.2 Ghz Processor,LED,14,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1703,HP,21789,AMD Dual-Core A9 APU,AMD,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,14,Radeon R4,AMD,NO SSD,1024 GB HDD Storage,45, Upto 4 Hrs Battery Life
1704,AVITA,16490,AMD Dual-Core A6 APU,AMD,Not Expandable,4 GB , DDR4 RAM, 2.4 Ghz Processor,LED,14,Radeon R4,AMD,128 GB SSD Storage,No HDD,no,
1705,Lenovo,33490,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,14,UHD,Intel,256 GB SSD Storage,No HDD,no,
1706,HP,34857,Intel Core i3 (5th Gen),Intel,Not Expandable,4 GB , DDR3 RAM, 2.0 Ghz Processor,LED,15.6,HD 5500,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1707,ASUS,25990,Intel Core i3 (6th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 2.4 Ghz Processor,LED,15.6,HD 520,Intel,NO SSD,1024 GB HDD Storage,36,36W Adapter
1708,Lenovo,47500,Intel Core i5 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life
1709,MSI,69990,Intel Core i5 (7th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6,"GeForce GTX 1050 GPU, 4 GB",NVIDIA,NO SSD,1024 GB HDD Storage,41,41W Adapter
1710,HP,48935,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LED,14,Iris X,Intel,512 GB SSD Storage,No HDD,43,43W Adapter
1711,HP,22490,Intel Celeron Dual-Core,Intel, 16 GB Expandable,4 GB , DDR4 RAM , 1.1 Ghz Processor,LED,15.6,HD 500,Intel,NO SSD,1024 GB HDD Storage,45,45W Adapter
1712,MSI,72250,Intel Core i5 (10th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6,"GeForce GTX 1650 Ti GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,180,180W Adapter
1713,ASUS,31400,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6,Radeon Vega 8,AMD,NO SSD,1024 GB HDD Storage,42,42W Adapter
1715,ASUS,19127,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.2 Ghz Processor,LED,15.6,UHD,Intel,NO SSD,1024 GB HDD Storage,45,45W Adapter
1716,ASUS,33990,Intel Core i3 (10th Gen),Intel, 12 GB Expandable,4 GB , DDR4 RAM , 2.1 Ghz Processor,LED,14,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
1717,MSI,69990,AMD Quad-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 2.3 Ghz Processor,LED,15.6,"Radeon RX 5500M GPU, 4 GB",AMD,256 GB SSD Storage , 1024 GB HDD Storage,180,180W Adapter
1718,Acer,68990,Intel Core i5 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.3 Ghz Processor,LED,15.6,"GeForce GTX 1050 GPU, 4 GB",NVIDIA,16 GB SSD Storage , 1024 GB HDD Storage,135,135W Adapter
1719,Lenovo,38000,Intel Core i3 (7th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.4 Ghz Processor,LED,14,HD 620,Intel,NO SSD,1024 GB HDD Storage,30, Upto 5 Hrs Battery Life
1720,Lenovo,54990,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8 GB , DDR4 RAM,0,LED,14,UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life
1721,ASUS,62990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB LP, LPDDR3 RAM, 1.6 Ghz Processor,LED,13.3,UHD 620,Intel,256 GB SSD Storage,No HDD,50,50W Adapter
1722,HP,28990,AMD Quad-Core A8 APU,AMD, 16 GB Expandable,4 GB , DDR3 RAM , 2.2 Ghz Processor,LED,15.6,"Radeon R5 M430 GPU, 2 GB",AMD,NO SSD,1024 GB HDD Storage,no,
1723,HP,53990,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.0 Ghz Processor,LED,14,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
1724,Lenovo,39990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6,"GeForce MX110 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,35,35W Adapter
1725,ASUS,39990,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LED,17.3,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter
1726,ASUS,29100,Intel Core i3 (7th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.0 Ghz Processor,LED,15.6,HD 520,Intel,NO SSD,1024 GB HDD Storage,33,33W Adapter
1727,MSI,119990,Intel Core i7 (7th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.8 Ghz Processor,LED,15.6,"GeForce GTX 1060 GPU, 6 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,41,41W Adapter
1728,AVITA,34990,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,14,UHD 620,Intel,512 GB SSD Storage,No HDD,no, Upto 10 Hrs Battery Life
1729,Honor,43890,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 14 Hrs Battery Life
1730,Dell,37251,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.7 Ghz Processor,LED,14,UHD,Intel,256 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
1731,HP,36710,AMD Quad-Core Ryzen 3,AMD,Not Expandable,8 GB , DDR4 RAM, 4.0 Ghz Processor,LCD,15.6,Radeon,AMD,256 GB SSD Storage,No HDD,41,41W Adapter
1732,ASUS,26990,Intel Pentium Quad-Core,Intel, 8 GB Expandable,4 GB , DDR3 RAM , 1.1 Ghz Processor,LED,15.6,HD 505,Intel,NO SSD,1024 GB HDD Storage,33,33W Adapter
1733,AVITA,11807,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,11.6,UHD 600,Intel,64 GB SSD Storage,No HDD,no,
1734,MSI,96490,Intel Core i7 (7th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.8 Ghz Processor,LED,15.6,"GeForce GTX 1050 Ti GPU, 4 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,41,41W Adapter
1735,HP,27743,Intel Pentium Gold,Intel,Not Expandable,4 GB , DDR4 RAM, 2.3 Ghz Processor,LED,15.6,HD 610,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1736,HP,34900,Intel Core i3 (6th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LED,14,HD 520,Intel,NO SSD,1024 GB HDD Storage,65, Upto 4 Hrs Battery Life
1737,Lenovo,54990,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,135,135W Adapter
1738,HP,28603,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LED,15.6,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1739,ASUS,54500,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,17.3,"Radeon RX 560X GPU, 4 GB",AMD,NO SSD,1024 GB HDD Storage,64,64W Adapter
1740,Lenovo,40475,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.7 Ghz Processor,LCD,14,Integrated UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life
1741,HP,49990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6,UHD 620,Intel,NO SSD,1024 GB HDD Storage,41,41W Adapter
1742,ASUS,62000,AMD Quad-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR4 RAM , 2.3 Ghz Processor,LED,15.6,"Geforce GTX 1660 Ti GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,180,180W Adapter
1743,Acer,40990,Intel Core i5 (8th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6,"Geforce MX130 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,65, Upto 7 Hrs Battery Life
1744,Dell,63890,Intel Core i5 (10th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 1.0 Ghz Processor,LED,14,"Geforce MX330 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
1745,ASUS,77990,Intel Core i7 (9th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.6 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter
1746,HP,29990,Intel Core i3 (7th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.3 Ghz Processor,LED,14,HD 620,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1747,HP,63400,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.0 Ghz Processor,LED,14,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
1748,Acer,59990,Intel Core i5 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6,"GeForce MX150 GPU, 2 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,65, Upto 9 Hrs Battery Life
1749,ASUS,79939,Intel Core i7 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 4.7 Ghz Processor,LED,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
1750,Acer,64990,Intel Core i5 (8th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6,"GeForce MX150 GPU, 2 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,65, Upto 10 Hrs Battery Life
1751,ASUS,53990,Intel Core i3 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.2 Ghz Processor,LED,14,UHD 620,Intel,NO SSD,1024 GB HDD Storage,42,42W Adapter
1752,ASUS,42990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.7 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
1753,Lenovo,26900,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB , DDR4 RAM, 2.8 Ghz Processor,LED,11.6,UHD,Intel,256 GB SSD Storage,No HDD,32,32W Adapter
1754,Lenovo,39900,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.2 Ghz Processor,LED,14,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter
1755,Samsung,33463,Intel Celeron Dual-Core,Intel,Not Expandable,2 GB , DDR3 RAM, 1.6 Ghz Processor,LED,11.6,HD 400,Intel,16 GB SSD Storage,No HDD,33, Upto 11 Hrs Battery Life
1756,HP,37674,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,15.6,Radeon Vega 8,AMD,NO SSD,1024 GB HDD Storage,41,41W Adapter
1757,Lenovo,44990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6,UHD 620,Intel,256 GB SSD Storage , 1024 GB HDD Storage,45,45W Adapter
1758,Acer,35534,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6,Radeon Vega 8,AMD,NO SSD,1024 GB HDD Storage,45, Upto 4.5 Hrs Battery Life
1759,ASUS,44990,Intel Core i3 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.2 Ghz Processor,LED,14,UHD 620,Intel,256 GB SSD Storage , 1024 GB HDD Storage,42,42W Adapter
1760,HP,49990,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.0 Ghz Processor,LED,14,UHD,Intel,512 GB SSD Storage,No HDD,no,
1761,Lenovo,33890,Intel Core i3 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.2 Ghz Processor,LED,15.6,UHD 620,Intel,NO SSD,1024 GB HDD Storage,35,35W Adapter
1762,ASUS,34990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
1764,HP,46990,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.0 Ghz Processor,LED,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
1765,ASUS,47890,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,15.6,Radeon Vega 8,AMD,256  SSD Storage , 1024 GB HDD Storage,45,45W Adapter
1766,ASUS,15990,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB LP, LPDDR4 RAM, 2.8 Ghz Processor,LED,11.6,UHD 600,Intel,64 GB SSD Storage,No HDD,no,
1767,Dell,27990,Intel Core i3 (6th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6,HD 520,Intel,NO SSD,1024 GB HDD Storage,41,41W Adapter
1768,ASUS,43990,Intel Core i5 (8th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.6 Ghz Processor,LED,14,UHD 620,Intel,NO SSD,1024 GB HDD Storage,33,33W Adapter
1769,Apple,107990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB LP, LPDDR3 RAM, 1.6 Ghz Processor,LED,13.3,UHD 617,Intel,256 GB SSD Storage,No HDD,49, Upto 12 Hrs Battery Life
1770,Dell,37800,Intel Core i3 (6th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6,HD 520,Intel,NO SSD,1024 GB HDD Storage,41,41W Adapter
1771,HP,17994,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB LP, LPDDR4 RAM, 1.1 Ghz Processor,LED,14,UHD 600,Intel,64 GB SSD Storage,No HDD,45,45W Adapter
1772,ASUS,64990,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.0 Ghz Processor,LED,13.3,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
1773,Dell,27131,AMD Dual-Core Ryzen 3,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.6 Ghz Processor,LCD,14.9,Radeon,AMD,256 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
1774,Apple,99990,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 1.1 Ghz Processor,LED,13.3,Iris Plus,Intel,512 GB SSD Storage,No HDD,30, Upto 11 Hrs Battery Life
1775,Lenovo,23451,Intel Core i3 (6th Gen),Intel, 12 GB Expandable,4 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6,HD 520,Intel,NO SSD,1024 GB HDD Storage,45, Upto 5.5 Hrs Battery Life
1776,Lenovo,35871,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6,Integrated,Intel,512 GB SSD Storage,No HDD,no,
1777,Dell,41400,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LED,15.6,UHD,Intel,NO SSD,1024 GB HDD Storage,no,Upto 8 Hrs Battery Life
